Stop_Words,Pre-Processing,N_Grams,No_of_Features,Classifier,Accuracy,Precision,Recall,F-Score
Not Removed,None,"(2, 2)",4000,RandFrst,0.7615894039735099,0.816730259646255,0.6309567896359246,0.6741353085467613
Not Removed,None,"(2, 2)",2000,RandFrst,0.7660044150110376,0.7949327954672137,0.6332472156551643,0.6734061393152303
Not Removed,Lemmatizing,"(2, 2)",4000,RandFrst,0.7637969094922737,0.8117283950617283,0.6270630654032173,0.6703785510690882
Not Removed,Stemming,"(2, 3)",2000,RandFrst,0.7571743929359823,0.8116331677223764,0.6251751459232465,0.6687822070558226
Not Removed,Stemming,"(3, 3)",2000,LogReg,0.7571743929359823,0.8167430509893978,0.624383588731923,0.6687054996027634
Removed,None,"(1, 3)",4000,SVM,0.7660044150110376,0.7529804120229652,0.6358149499587255,0.6678174151045791
Not Removed,Lemmatizing,"(3, 3)",2000,LogReg,0.7549668874172185,0.8065157353885678,0.6215587299748608,0.6646780489556857
Removed,Stemming,"(1, 3)",4000,RandFrst,0.7704194260485652,0.7660049127220515,0.6334622173312997,0.6645064286444547
Not Removed,None,"(3, 3)",2000,LogReg,0.7549668874172185,0.803654970760234,0.6215587299748608,0.6640504548412437
Not Removed,Stemming,"(2, 2)",2000,RandFrst,0.7615894039735099,0.8436881524312159,0.6175196236563858,0.6629629485792518
Not Removed,None,"(2, 3)",2000,RandFrst,0.7593818984547461,0.8140766342379245,0.6180540563942083,0.6607973835297463
Removed,Lemmatizing,"(1, 2)",4000,RandFrst,0.7615894039735099,0.7395111737309694,0.6323725829862593,0.6603731212915274
Removed,Stemming,"(2, 3)",2000,LogReg,0.7615894039735099,0.7500429996560029,0.6297694538489396,0.6588615137563203
Removed,Lemmatizing,"(2, 3)",2000,LogReg,0.7571743929359823,0.7389143002350549,0.630442540728923,0.6580955323392228
Removed,Lemmatizing,"(1, 3)",4000,RandFrst,0.7660044150110376,0.7630826335645612,0.6261328540697332,0.6580398736960799
Removed,Stemming,"(2, 2)",2000,NaiveBayes,0.7637969094922737,0.8120796704463413,0.6230441429155632,0.6580222712298184
Removed,None,"(2, 3)",2000,LogReg,0.7571743929359823,0.7431814831195637,0.6272151754325922,0.6561005329310143
Not Removed,Lemmatizing,"(2, 3)",4000,RandFrst,0.7505518763796909,0.7728952252889019,0.6179844368038406,0.6559913711428863
Removed,Stemming,"(2, 2)",2000,LogReg,0.7549668874172185,0.7527215901109706,0.6218225823719687,0.6557471264367817
Not Removed,None,"(3, 3)",4000,SVM,0.7527593818984547,0.872677119628339,0.6046724690792488,0.6557261985253872
Not Removed,Lemmatizing,"(3, 3)",4000,SVM,0.7527593818984547,0.872677119628339,0.6046724690792488,0.6557261985253872
Removed,Lemmatizing,"(1, 3)",2000,NaiveBayes,0.7549668874172185,0.7662958291061194,0.6379240140198644,0.6541477272727274
Removed,Lemmatizing,"(2, 2)",2000,NaiveBayes,0.7571743929359823,0.7838034494127811,0.6177969319407075,0.6531084882885067
Removed,None,"(2, 2)",2000,NaiveBayes,0.7571743929359823,0.8016310972231455,0.6161172861932651,0.6520331524091413
Removed,Stemming,"(1, 3)",2000,NaiveBayes,0.7505518763796909,0.7630483337800412,0.6353697356035171,0.6511077161017748
Not Removed,Stemming,"(3, 3)",4000,LogReg,0.7505518763796909,0.8313118651823997,0.6052069018170713,0.6507660668569106
Removed,Stemming,"(1, 3)",2000,RandFrst,0.7637969094922737,0.7853153161876727,0.6198167776192324,0.6503443630546434
Not Removed,None,"(3, 3)",4000,LogReg,0.7483443708609272,0.8303986231732673,0.6039297626088976,0.6497011041306061
Removed,Stemming,"(2, 3)",4000,NaiveBayes,0.7549668874172185,0.7546300877366581,0.6196152318303106,0.6494029391703292
Not Removed,Lemmatizing,"(3, 3)",4000,LogReg,0.7483443708609272,0.8254392666157372,0.6039297626088976,0.649023906372654
Removed,None,"(2, 3)",4000,NaiveBayes,0.7505518763796909,0.753378698852191,0.6155132338650748,0.6460981526650873
Removed,Lemmatizing,"(2, 2)",4000,SVM,0.7505518763796909,0.7596622344288487,0.6099819866622905,0.6443627912819546
Removed,Stemming,"(2, 2)",4000,LogReg,0.7461368653421634,0.7444963380251549,0.6123347192897163,0.6440335043047248
Removed,Lemmatizing,"(2, 3)",4000,NaiveBayes,0.7505518763796909,0.744888648483259,0.6139655143161864,0.6435417348903697
Not Removed,Stemming,"(2, 3)",4000,RandFrst,0.7505518763796909,0.8201000557629302,0.6015837579250788,0.6428879524397338
Not Removed,None,"(2, 3)",4000,RandFrst,0.7483443708609272,0.8118150674234353,0.6005704711140128,0.6426193183474737
Removed,None,"(1, 2)",4000,RandFrst,0.7527593818984547,0.7479539981296129,0.6107314210762487,0.6425562574837937
Removed,None,"(2, 2)",2000,LogReg,0.7483443708609272,0.7323391947285752,0.6116683603533399,0.6422106022358457
Not Removed,Stemming,"(3, 3)",4000,SVM,0.7461368653421634,0.8597415228994176,0.5928386013131776,0.6405146781374991
Removed,Lemmatizing,"(1, 2)",2000,RandFrst,0.7593818984547461,0.7318523963702038,0.6126193405562196,0.6382241714509064
Not Removed,Lemmatizing,"(2, 3)",2000,RandFrst,0.7505518763796909,0.7922803756137089,0.6000360383761904,0.6375953159041394
Removed,Stemming,"(3, 3)",4000,NaiveBayes,0.739514348785872,0.6950685373326883,0.614826106059303,0.6372624879387114
Removed,Lemmatizing,"(2, 2)",2000,LogReg,0.7461368653421634,0.7287407861312531,0.6072957820473893,0.6369554232755327
Removed,None,"(1, 3)",2000,RandFrst,0.7615894039735099,0.7671496116176968,0.6119529816198431,0.636329132803798
Not Removed,Stemming,"(1, 3)",2000,DescTree,0.7461368653421634,0.6978248089359201,0.6120708668926086,0.635743738131624
Removed,Lemmatizing,"(1, 3)",2000,RandFrst,0.7593818984547461,0.7445912682990024,0.6092600490613348,0.6347120707733395
Removed,Lemmatizing,"(2, 3)",4000,LogReg,0.7461368653421634,0.7468127192472513,0.6007091252561737,0.6340328331427402
Not Removed,Stemming,"(3, 3)",2000,SVM,0.739514348785872,0.8171210012756158,0.5933864899382141,0.6339131374367134
Not Removed,None,"(3, 3)",2000,SVM,0.7417218543046358,0.8045765679719835,0.5960794224967224,0.6338239087653608
Removed,Lemmatizing,"(2, 2)",4000,LogReg,0.7417218543046358,0.7345242852846295,0.6034576364792613,0.6332556650785324
Removed,None,"(2, 2)",4000,SVM,0.7417218543046358,0.7423576067657228,0.6000983449843765,0.6326016478940018
Removed,None,"(2, 2)",4000,LogReg,0.7417218543046358,0.7265931993915579,0.6033257102807074,0.6323775562186157
Removed,Stemming,"(2, 2)",4000,SVM,0.7461368653421634,0.7493806855100714,0.5977456123569508,0.6307518733989322
Removed,Lemmatizing,"(2, 3)",4000,SVM,0.7439293598233996,0.7654481001440123,0.5947888274013348,0.6306879717248903
Removed,None,"(2, 3)",2000,SVM,0.7461368653421634,0.7377639138358512,0.6003133466605121,0.6295262625097707
Removed,Stemming,"(2, 2)",2000,SVM,0.7373068432671082,0.7301601340118156,0.5972802141709214,0.629017673998041
Removed,Stemming,"(3, 3)",2000,NaiveBayes,0.7328918322295805,0.7041532944564372,0.6031241644917859,0.6288904178565528
Removed,None,"(1, 2)",4000,DescTree,0.7218543046357616,0.6491696223239848,0.6259166823164486,0.6287344778164852
Removed,Lemmatizing,"(2, 3)",2000,SVM,0.7461368653421634,0.7307831465919702,0.6003133466605121,0.6286229196192153
Removed,Stemming,"(2, 3)",2000,SVM,0.7461368653421634,0.7239964473536981,0.6018610662094005,0.628281946678173
Removed,None,"(2, 3)",4000,LogReg,0.7417218543046358,0.7416505921056737,0.5933797619946071,0.6259378555518164
Removed,None,"(3, 3)",4000,NaiveBayes,0.7306843267108167,0.6816195682862349,0.604942464381389,0.6258887940841865
Removed,Lemmatizing,"(3, 3)",4000,NaiveBayes,0.7306843267108167,0.6793415637860082,0.604942464381389,0.6254535523965576
Not Removed,Lemmatizing,"(3, 3)",2000,SVM,0.7350993377483444,0.7993944461335766,0.5859252004780936,0.6224735197723495
Removed,Lemmatizing,"(1, 3)",4000,DescTree,0.7284768211920529,0.7066820276497695,0.6009302698373417,0.6221758106019127
Removed,None,"(1, 3)",4000,RandFrst,0.7439293598233996,0.7184695982021784,0.594393048805673,0.621069420295557
Removed,Lemmatizing,"(2, 2)",2000,SVM,0.7350993377483444,0.7356195156195157,0.5881325510197515,0.6202622782178748
Removed,Stemming,"(2, 3)",4000,LogReg,0.7373068432671082,0.7309250136836344,0.587598118281929,0.6185191844927856
Removed,Lemmatizing,"(3, 3)",2000,NaiveBayes,0.7240618101545254,0.6931933824088868,0.595052094759868,0.6181451398842702
Removed,None,"(2, 2)",2000,SVM,0.7328918322295805,0.7337594004260671,0.5853076922626893,0.6171726210299017
Removed,None,"(3, 3)",2000,NaiveBayes,0.7218543046357616,0.693066607173843,0.5905475902553635,0.6141903007980356
Removed,None,"(2, 3)",4000,SVM,0.7350993377483444,0.7531760336446557,0.5802620270767552,0.6136661610263157
Removed,Stemming,"(1, 3)",2000,DescTree,0.7262693156732892,0.6487247958512327,0.5979734848817256,0.6095850323354569
Removed,Lemmatizing,"(1, 3)",2000,DescTree,0.7262693156732892,0.6486914006327295,0.5901029609387295,0.6030236811109044
Not Removed,None,"(1, 3)",4000,DescTree,0.7240618101545254,0.6564160771477844,0.581746854978883,0.6005328172157195
Removed,None,"(2, 2)",2000,RandFrst,0.7328918322295805,0.7469285738382557,0.5707185853299237,0.5998532896323727
Removed,None,"(2, 2)",4000,RandFrst,0.7240618101545254,0.7384898710865562,0.5676854528403331,0.5986411323081201
Removed,Stemming,"(2, 2)",4000,RandFrst,0.7328918322295805,0.7316257475605918,0.5707185853299237,0.5985041162015979
Removed,None,"(1, 3)",2000,DescTree,0.7306843267108167,0.727532606037279,0.5812954977186421,0.5972816087097198
Removed,Lemmatizing,"(2, 2)",4000,RandFrst,0.7262693156732892,0.7057985587397352,0.5686987396513989,0.5950640710286504
Not Removed,Stemming,"(3, 3)",2000,RandFrst,0.717439293598234,0.8095356907460428,0.5544357917239273,0.5919070032003201
Removed,Lemmatizing,"(2, 2)",2000,RandFrst,0.7218543046357616,0.7100076855511638,0.5645967416861631,0.5917117484272341
Removed,Stemming,"(2, 3)",4000,RandFrst,0.7262693156732892,0.7580477250918835,0.5605643633112949,0.5903526158241882
Removed,Stemming,"(2, 3)",2000,NaiveBayes,0.7373068432671082,0.8030875122910522,0.5738970999052823,0.5901176906681495
Removed,Lemmatizing,"(2, 3)",2000,NaiveBayes,0.7350993377483444,0.7622978185356982,0.5727518868956625,0.5901143519396163
Removed,Stemming,"(2, 3)",2000,RandFrst,0.7373068432671082,0.7842762702024458,0.5679700741068362,0.58998700885946
Removed,None,"(2, 3)",2000,NaiveBayes,0.7328918322295805,0.7613116252418126,0.5714747476874887,0.589001385885081
Removed,Lemmatizing,"(1, 2)",2000,DescTree,0.7130242825607064,0.6788671023965142,0.5796439338227767,0.588111905237385
Removed,Lemmatizing,"(2, 3)",2000,RandFrst,0.7328918322295805,0.7620796740105696,0.5654157956904888,0.5860983109031243
Not Removed,Stemming,"(3, 3)",4000,RandFrst,0.7130242825607064,0.8119237752745606,0.5487860742098031,0.5854009742890077
Removed,Stemming,"(1, 1)",2000,DescTree,0.7041942604856513,0.7447216526163895,0.5676494729680002,0.584696975188797
Removed,None,"(1, 1)",2000,DescTree,0.695364238410596,0.610018544761105,0.5739026577717402,0.5832988610352721
Removed,Lemmatizing,"(2, 3)",4000,RandFrst,0.7218543046357616,0.7268117503411622,0.5564623653460591,0.5829420000459042
Removed,Stemming,"(2, 2)",2000,RandFrst,0.7240618101545254,0.7335045129162777,0.5560598588067904,0.5816561746483638
Not Removed,Stemming,"(1, 1)",2000,DescTree,0.7196467991169978,0.6681594562115066,0.5715505101828889,0.5811642303980417
Removed,Stemming,"(1, 2)",2000,DescTree,0.7152317880794702,0.6805274971941638,0.5617853388163149,0.5807472345507714
Removed,Stemming,"(2, 3)",4000,SVM,0.7240618101545254,0.691793713532844,0.5679139104036824,0.5789122606401653
Not Removed,Stemming,"(1, 2)",2000,DescTree,0.7019867549668874,0.6755787622492363,0.564824614210938,0.5789069912987301
Removed,None,"(2, 3)",4000,RandFrst,0.7240618101545254,0.753233574131407,0.5542482868607942,0.5786574347172503
Not Removed,None,"(1, 3)",2000,DescTree,0.7108167770419426,0.6492966448056269,0.5578152670496329,0.5762332474092372
Not Removed,Lemmatizing,"(3, 3)",4000,RandFrst,0.7086092715231788,0.7979263697076963,0.5414567109482363,0.5752106266527274
Not Removed,None,"(3, 3)",4000,RandFrst,0.7086092715231788,0.7633282366911667,0.542740578100017,0.5746088317907629
Removed,None,"(2, 3)",2000,RandFrst,0.7284768211920529,0.8007422177910711,0.5548590671325914,0.574011531875283
Not Removed,Stemming,"(2, 2)",4000,DescTree,0.7108167770419426,0.6634876491188644,0.5502085955037446,0.5708358038342174
Not Removed,None,"(3, 3)",2000,RandFrst,0.7108167770419426,0.806971131532535,0.5374310605169752,0.5688718062090666
Not Removed,Lemmatizing,"(3, 3)",2000,RandFrst,0.7041942604856513,0.8001473613418782,0.5323157757406735,0.5646665336293414
Removed,Lemmatizing,"(1, 2)",4000,DescTree,0.6997792494481236,0.7095749883063317,0.5375000950687684,0.5634968301634968
Removed,None,"(1, 2)",2000,DescTree,0.7019867549668874,0.5926445852647225,0.5527067102169382,0.5620447525174316
Removed,Stemming,"(3, 3)",4000,LogReg,0.7019867549668874,0.7393199375504492,0.5345298542259384,0.5599830054166133
Removed,None,"(3, 3)",4000,LogReg,0.7019867549668874,0.7432842859837767,0.5313024889296076,0.5569667310501943
Removed,Lemmatizing,"(3, 3)",4000,LogReg,0.7019867549668874,0.7432842859837767,0.5313024889296076,0.5569667310501943
Not Removed,None,"(1, 1)",1000,DescTree,0.7108167770419426,0.7012908262908263,0.5612710899093131,0.5560124137013879
Removed,None,"(1, 1)",1000,DescTree,0.7064017660044151,0.7242048694309123,0.5406718817005199,0.5556103550493452
Not Removed,Stemming,"(2, 2)",2000,DescTree,0.7196467991169978,0.7208534480933325,0.5434277059057889,0.5550956835618241
Not Removed,Stemming,"(1, 2)",4000,DescTree,0.7064017660044151,0.6859356011925057,0.5346129297035199,0.5538692231514757
Removed,Stemming,"(3, 3)",2000,LogReg,0.6975717439293598,0.6969591505612763,0.5301640038635947,0.5534391534391535
Not Removed,None,"(1, 2)",4000,DescTree,0.7041942604856513,0.7809432716175903,0.5330719380982385,0.5523173482396784
Removed,Lemmatizing,"(3, 3)",2000,LogReg,0.695364238410596,0.7038963360142985,0.5257914255576441,0.5487659028668492
Removed,None,"(3, 3)",2000,LogReg,0.695364238410596,0.7038963360142985,0.5257914255576441,0.5487659028668492
Removed,Stemming,"(3, 3)",2000,SVM,0.7064017660044151,0.6569644373358609,0.5404080293034121,0.5483615627232649
Not Removed,Lemmatizing,"(1, 1)",2000,DescTree,0.6821192052980133,0.5916916916916917,0.5376247082851409,0.543860917107046
Not Removed,None,"(2, 2)",2000,DescTree,0.695364238410596,0.6351078846541641,0.5268114403123171,0.5416282974326593
Removed,None,"(3, 3)",2000,SVM,0.695364238410596,0.6355327798190438,0.5264156617166552,0.5366771348865761
Removed,Lemmatizing,"(3, 3)",2000,SVM,0.695364238410596,0.6329741705197942,0.5264156617166552,0.5360641724757024
Not Removed,Stemming,"(1, 1)",1000,DescTree,0.6909492273730684,0.6364247080633755,0.5252771766506424,0.5315852936556841
Not Removed,Stemming,"(3, 3)",2000,DescTree,0.6865342163355408,0.7214520202020202,0.5080372599367339,0.5283672208736808
Removed,Lemmatizing,"(3, 3)",4000,RandFrst,0.6865342163355408,0.7748030729147644,0.504809894640403,0.5278071826236964
Not Removed,None,"(1, 2)",2000,DescTree,0.6821192052980133,0.5855627938355153,0.5188847526661671,0.5263428244035192
Not Removed,None,"(2, 3)",4000,DescTree,0.6843267108167771,0.6523982574882092,0.5133467775197758,0.5261690115431331
Removed,Stemming,"(3, 3)",4000,SVM,0.6777041942604857,0.6182748538011696,0.509251507498147,0.5223408690075356
Removed,Stemming,"(3, 3)",4000,RandFrst,0.6821192052980133,0.7397165532879818,0.4991601771262788,0.5175447319398315
Removed,Lemmatizing,"(2, 2)",2000,DescTree,0.6843267108167771,0.6612177782076704,0.5015892572876793,0.5149662575824202
Not Removed,Lemmatizing,"(2, 3)",2000,DescTree,0.7064017660044151,0.6993839493839493,0.5134371659795388,0.5146144857943177
Not Removed,Lemmatizing,"(2, 2)",2000,DescTree,0.6909492273730684,0.6596601969540822,0.5079884092157617,0.5141221741221741
Not Removed,Stemming,"(1, 3)",4000,DescTree,0.6997792494481236,0.7344141314611816,0.5141169808031293,0.510475534722774
Not Removed,Lemmatizing,"(1, 2)",4000,DescTree,0.6909492273730684,0.6060473451696257,0.5106880697178768,0.5085170243291742
Removed,Stemming,"(2, 3)",2000,DescTree,0.6843267108167771,0.7732914248871695,0.4964183938467982,0.5074175489593831
Removed,Lemmatizing,"(3, 3)",2000,RandFrst,0.6799116997792495,0.7505712653527564,0.4911644549283356,0.5069165551093262
Not Removed,Lemmatizing,"(2, 3)",4000,DescTree,0.6931567328918322,0.6047182401308709,0.5073220502793852,0.5047825293702355
Removed,Lemmatizing,"(1, 1)",1000,DescTree,0.6975717439293598,0.713510101010101,0.5142556349452901,0.5021876765242718
Removed,None,"(1, 3)",4000,DescTree,0.673289183222958,0.6544813211479878,0.4960916498029297,0.5001605624107052
Removed,Stemming,"(3, 3)",2000,RandFrst,0.6777041942604857,0.7241898955453943,0.4867918766223851,0.5000076838048445
Removed,Lemmatizing,"(2, 2)",4000,DescTree,0.6865342163355408,0.6395224977043159,0.4974316806578642,0.4998146497826302
Not Removed,Stemming,"(2, 3)",4000,DescTree,0.7064017660044151,0.664533216327413,0.5129094611853232,0.4952000882650156
Not Removed,None,"(1, 1)",2000,DescTree,0.6843267108167771,0.568399019526839,0.4991180543489135,0.4949829987889781
Removed,None,"(3, 3)",4000,SVM,0.6799116997792495,0.6270514843019979,0.49063675013412,0.4940386793421936
Removed,Lemmatizing,"(3, 3)",4000,SVM,0.6799116997792495,0.6249551102492279,0.49063675013412,0.4936951609793714
Removed,Stemming,"(1, 1)",1000,DescTree,0.6777041942604857,0.5729743646327559,0.522617883810169,0.4922079452547896
Removed,None,"(2, 2)",2000,DescTree,0.6644591611479028,0.6222849096412314,0.4805448347236775,0.4898969558322754
Removed,None,"(3, 3)",2000,RandFrst,0.6688741721854304,0.7072468608068395,0.477040161143025,0.4873523353943778
Removed,Stemming,"(1, 2)",4000,DescTree,0.6865342163355408,0.7124308899589797,0.495488182513314,0.4872904997837466
Not Removed,Lemmatizing,"(2, 2)",4000,DescTree,0.6578366445916115,0.6035588078931732,0.4810927233487139,0.4867362098179511
Removed,Lemmatizing,"(1, 1)",2000,DescTree,0.6887417218543046,0.667834829238338,0.4981811150718222,0.4857654764218329
Not Removed,Lemmatizing,"(1, 3)",2000,DescTree,0.6666666666666666,0.5577496965802813,0.485937427784301,0.4844785633890731
Removed,Lemmatizing,"(2, 3)",2000,DescTree,0.6754966887417219,0.7282251628179747,0.4771165086769997,0.4815044146313496
Removed,Lemmatizing,"(2, 3)",4000,DescTree,0.6688741721854304,0.6308966861598441,0.4735489434495863,0.4762485498163329
Removed,None,"(3, 3)",4000,RandFrst,0.6600441501103753,0.7336798679867987,0.469231943808215,0.474723799112235
Removed,Stemming,"(2, 2)",4000,DescTree,0.6534216335540839,0.6514241851029415,0.4633251018405899,0.4687305048528037
Not Removed,Lemmatizing,"(1, 3)",4000,DescTree,0.6799116997792495,0.5851872057545816,0.4836543147472429,0.4664414827648091
Not Removed,Lemmatizing,"(1, 1)",1000,DescTree,0.6688741721854304,0.6427252663154515,0.4804959840027052,0.4661865476248284
Not Removed,None,"(2, 3)",2000,DescTree,0.6666666666666666,0.64670258819195,0.4776711252456431,0.4649521135801962
Not Removed,None,"(2, 2)",4000,DescTree,0.6600441501103753,0.6798099073116758,0.4623814346198917,0.4648272202969934
Removed,Stemming,"(2, 2)",2000,DescTree,0.6622516556291391,0.5648054958746836,0.4676421014819611,0.4631510631510631
Removed,Stemming,"(1, 3)",4000,DescTree,0.6622516556291391,0.7074231549383679,0.4660943819330727,0.4621082635136189
Removed,Stemming,"(2, 3)",4000,DescTree,0.6556291390728477,0.6102134871351729,0.4615068019509867,0.4619428044499364
Removed,None,"(2, 3)",2000,DescTree,0.6578366445916115,0.6341084742680487,0.4591607972671678,0.4591444397896011
Not Removed,Stemming,"(2, 3)",2000,DescTree,0.673289183222958,0.5409506556245686,0.4691207864790565,0.4573530583641537
Not Removed,Stemming,"(3, 3)",4000,DescTree,0.6578366445916115,0.7699879090153404,0.4512902733241716,0.4472220933465908
Not Removed,Lemmatizing,"(3, 3)",2000,DescTree,0.6490066225165563,0.5622949859418932,0.4517483585280195,0.4419145978963589
Not Removed,None,"(3, 3)",2000,DescTree,0.6467991169977925,0.7492561972803604,0.4438845625286303,0.4415855422628822
Not Removed,Lemmatizing,"(1, 2)",2000,DescTree,0.6622516556291391,0.5988656619672662,0.4578280793944149,0.4356833876148586
Not Removed,Lemmatizing,"(3, 3)",4000,DescTree,0.6445916114790287,0.4640575798470535,0.4256790396474791,0.3954710701484895
Not Removed,None,"(3, 3)",4000,DescTree,0.6313465783664459,0.4100915305294867,0.4039548022598869,0.3630952380952381
Removed,None,"(2, 2)",4000,DescTree,0.6203090507726269,0.6069783197831978,0.3978329586161264,0.3622574423570481
Removed,None,"(2, 3)",4000,DescTree,0.6203090507726269,0.5468552342989234,0.3930578737709071,0.3535154042066484
Removed,Stemming,"(3, 3)",2000,DescTree,0.6114790286975718,0.8222222222222223,0.3835700106886547,0.3411369332421963
Removed,Lemmatizing,"(3, 3)",2000,DescTree,0.5938189845474614,0.8621722846441947,0.3609711406321576,0.2995332204894839
Removed,None,"(3, 3)",4000,DescTree,0.5960264900662252,0.7532828282828282,0.3604367078943351,0.2981313630101076
Removed,None,"(3, 3)",2000,DescTree,0.5938189845474614,0.7515015015015015,0.3592914948847152,0.2963825924704442
Removed,Lemmatizing,"(3, 3)",4000,DescTree,0.5761589403973509,0.1920529801324503,0.3333333333333333,0.2436974789915966
Removed,Stemming,"(3, 3)",4000,DescTree,0.5761589403973509,0.1920529801324503,0.3333333333333333,0.2436974789915966
